ip,fqdns,is_anycast,service_transport,service_port,service_banner,service_protocol,service_http_title,service_http_status_code,service_http_headers_sha256,service_http_body,service_http_body_mmh3,service_http_body_sha1,service_http_body_sha256,service_http_favicon_mmh3,service_http_favicon_sha256,service_ssh_hassh,service_tls_is_self_signed,service_tls_valid_from,service_tls_expires_at,service_tls_supported_versions,service_tls_fingerprint_sha256,service_tls_fingerprint_sha1,service_tls_jarm,service_tls_serial_number,service_tls_issuer_common_name,service_tls_issuer_country,service_tls_issuer_organization,service_tls_issuer_organizational_unit,service_tls_issuer_province,service_tls_issuer_locality,service_tls_issuer_email_address,service_tls_subject_common_name,service_tls_subject_country,service_tls_subject_organization,service_tls_subject_organizational_unit,service_tls_subject_province,service_tls_subject_locality,service_tls_subject_email_address,service_tls_raw,service_tls_is_valid,service_tls_is_trusted,service_scanned_at,service_fingerprints_os_product,service_fingerprints_os_version,service_fingerprints_os_icon_url,service_fingerprints_service_product,service_fingerprints_service_version,service_fingerprints_service_icon_url,service_fingerprints_technologies,service_fingerprints_tags,service_cves,asn_number,asn_org,geo_city_name,geo_country_name,geo_country_iso_code
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/Reporting-tools"">												<span class=""e-n-menu-title-text"">
							Reporting tools						</span>
					</a>											<button id=""e-n-menu-dropdown-icon-2264"" class=""e-n-menu-dropdown-icon e-focus"" data-tab-index=""4"" aria-haspopup=""true"" aria-expanded=""false"" aria-controls=""e-n-menu-content-2264"" >
							<span class=""e-n-menu-dropdown-icon-opened"">
								<i aria-hidden=""true"" class=""ti ti-angle-up""></i>								<span class=""elementor-screen-only"">Sluit Reporting tools</span>
							</span>
							<span class=""e-n-menu-dropdown-icon-closed"">
								<i aria-hidden=""true"" class=""ti ti-angle-down""></i>								<span class=""elementor-screen-only"">Open Reporting tools</span>
							</span>
						</button>
									</div>
									<div class=""e-n-menu-content"">
						<div id=""e-n-menu-content-2264"" data-tab-index=""4"" aria-labelledby=""e-n-menu-dropdown-icon-2264"" class=""elementor-element elementor-element-75c18d5 e-con-full e-flex e-con e-child"" data-id=""75c18d5"" data-element_type=""container"" data-settings=""{&quot;background_background&quot;:&quot;classic&quot;}"">
		<div class=""ep-section-eql-height elementor-element elementor-element-d099047 e-con-full e-flex e-con e-child"" bdt-height-match=""target: .ep-section-eql-height .elementor-element .elementor-widget &gt; .elementor-widget-container"" data-id=""d099047"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-d94d3b3 regelhoogte elementor-widget elementor-widget-text-editor"" data-id=""d94d3b3"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<p>Disclosure Management<br />Cloud platform<br />Studio oplossing<br />Partnerships</p>								</div>
				</div>
				</div>
				</div>
							</div>
							</li>
					<li class=""e-n-menu-item"">
				<div id=""e-n-menu-title-2265"" class=""e-n-menu-title"">
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/bureau"">												<span class=""e-n-menu-title-text"">
							Bureau						</span>
					</a>									</div>
							</li>
					<li class=""e-n-menu-item"">
				<div id=""e-n-menu-title-2266"" class=""e-n-menu-title"">
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/team"">												<span class=""e-n-menu-title-text"">
							Ons team						</span>
					</a>									</div>
							</li>
					<li class=""e-n-menu-item"">
				<div id=""e-n-menu-title-2267"" class=""e-n-menu-title"">
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/nieuws"">												<span class=""e-n-menu-title-text"">
							Nieuws						</span>
					</a>									</div>
							</li>
					<li class=""e-n-menu-item"">
				<div id=""e-n-menu-title-2268"" class=""e-n-menu-title"">
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/contact"">												<span class=""e-n-menu-title-text"">
							Contact						</span>
					</a>									</div>
							</li>
						</ul>
			</div>
		</nav>
						</div>
				</div>
				<div class=""elementor-element elementor-element-eac1b7b elementor-widget__width-initial elementor-hidden-desktop elementor-hidden-tablet elementor-widget elementor-widget-wpml-language-switcher"" data-id=""eac1b7b"" data-element_type=""widget"" data-widget_type=""wpml-language-switcher.default"">
				<div class=""elementor-widget-container"">
					<div class=""wpml-elementor-ls"">
<div class=""wpml-ls-statics-shortcode_actions wpml-ls wpml-ls-legacy-list-horizontal"">
	<ul><li class=""wpml-ls-slot-shortcode_actions wpml-ls-item wpml-ls-item-nl wpml-ls-current-language wpml-ls-first-item wpml-ls-item-legacy-list-horizontal"">
				<a href=""https://cfreport.nl/"" class=""wpml-ls-link"">
                    <span class=""wpml-ls-native"">NL</span></a>
			</li><li class=""wpml-ls-slot-shortcode_actions wpml-ls-item wpml-ls-item-en wpml-ls-last-item wpml-ls-item-legacy-list-horizontal"">
				<a href=""https://cfreport.nl/en/"" class=""wpml-ls-link"">
                    <span class=""wpml-ls-native"" lang=""en"">EN</span></a>
			</li></ul>
</div>
</div>				</div>
				</div>
				<div class=""elementor-element elementor-element-c1a43df elementor-hidden-tablet elementor-hidden-mobile e-full_width e-n-menu-layout-horizontal e-n-menu-tablet elementor-widget elementor-widget-n-menu"" data-id=""c1a43df"" data-element_type=""widget"" data-settings=""{&quot;menu_items&quot;:[{&quot;item_title&quot;:&quot;Cases&quot;,&quot;_id&quot;:&quot;f980990&quot;,&quot;item_link&quot;:{&quot;url&quot;:&quot;\/cases\/&quot;,&quot;is_external&quot;:&quot;&quot;,&quot;nofollow&quot;:&quot;&quot;,&quot;custom_attributes&quot;:&quot;&quot;},&quot;__dynamic__&quot;:{&quot;item_link&quot;:null},&quot;element_id&quot;:&quot;menu1&quot;,&quot;item_dropdown_content&quot;:&quot;no&quot;,&quot;item_icon&quot;:{&quot;value&quot;:&quot;&quot;,&quot;library&quot;:&quot;&quot;},&quot;item_icon_active&quot;:null},{&quot;item_title&quot;:&quot;Expertise&quot;,&quot;_id&quot;:&quot;5b1ce39&quot;,&quot;item_dropdown_content&quot;:&quot;yes&quot;,&quot;__dynamic__&quot;:{&quot;item_link&quot;:null},&quot;element_id&quot;:&quot;menu2&quot;,&quot;item_link&quot;:{&quot;url&quot;:&quot;&quot;,&quot;is_external&quot;:&quot;&quot;,&quot;nofollow&quot;:&quot;&quot;,&quot;custom_attributes&quot;:&quot;&quot;},&quot;item_icon&quot;:{&quot;value&quot;:&quot;&quot;,&quot;library&quot;:&quot;&quot;},&quot;item_icon_active&quot;:null},{&quot;item_title&quot;:&quot;Over CF&quot;,&quot;item_dropdown_content&quot;:&quot;yes&quot;,&quot;_id&quot;:&quot;9c0ebc4&quot;,&quot;element_id&quot;:&quot;menu3&quot;,&quot;item_link&quot;:{&quot;url&quot;:&quot;\/bureau\/&quot;,&quot;is_external&quot;:&quot;&quot;,&quot;nofollow&quot;:&quot;&quot;,&quot;custom_attributes&quot;:&quot;&quot;},&quot;__dynamic__&quot;:null,&quot;item_icon&quot;:{&quot;value&quot;:&quot;&quot;,&quot;library&quot;:&quot;&quot;},&quot;item_icon_active&quot;:null}],&quot;item_position_horizontal&quot;:&quot;center&quot;,&quot;open_animation&quot;:&quot;fadeIn&quot;,&quot;content_width&quot;:&quot;full_width&quot;,&quot;item_layout&quot;:&quot;horizontal&quot;,&quot;open_on&quot;:&quot;hover&quot;,&quot;horizontal_scroll&quot;:&quot;disable&quot;,&quot;breakpoint_selector&quot;:&quot;tablet&quot;,&quot;menu_item_title_distance_from_content&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:0,&quot;sizes&quot;:[]},&quot;menu_item_title_distance_from_content_tablet&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;menu_item_title_distance_from_content_mobile&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]}}"" data-widget_type=""mega-menu.default"">
				<div class=""elementor-widget-container"">
							<nav class=""e-n-menu"" data-widget-number=""203"" aria-label=""Menu"">
					<button class=""e-n-menu-toggle"" id=""menu-toggle-203"" aria-haspopup=""true"" aria-expanded=""false"" aria-controls=""menubar-203"" aria-label=""Menu toggle"">
			<span class=""e-n-menu-toggle-icon e-open"">
				<i class=""eicon-menu-bar""></i>			</span>
			<span class=""e-n-menu-toggle-icon e-close"">
				<i class=""eicon-close""></i>			</span>
		</button>
					<div class=""e-n-menu-wrapper"" id=""menubar-203"" aria-labelledby=""menu-toggle-203"">
				<ul class=""e-n-menu-heading"">
								<li class=""e-n-menu-item"">
				<div id=""menu1"" class=""e-n-menu-title"">
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/cases/"">												<span class=""e-n-menu-title-text"">
							Cases						</span>
					</a>									</div>
							</li>
					<li class=""e-n-menu-item"">
				<div id=""menu2"" class=""e-n-menu-title"">
					<div class=""e-n-menu-title-container"">												<span class=""e-n-menu-title-text"">
							Expertise						</span>
					</div>											<button id=""e-n-menu-dropdown-icon-2032"" class=""e-n-menu-dropdown-icon e-focus"" data-tab-index=""2"" aria-haspopup=""true"" aria-expanded=""false"" aria-controls=""e-n-menu-content-2032"" >
							<span class=""e-n-menu-dropdown-icon-opened"">
																<span class=""elementor-screen-only"">Sluit Expertise</span>
							</span>
							<span class=""e-n-menu-dropdown-icon-closed"">
																<span class=""elementor-screen-only"">Open Expertise</span>
							</span>
						</button>
									</div>
									<div class=""e-n-menu-content"">
						<div class=""ep-section-eql-height elementor-element elementor-element-088ff1c menuhover e-con-full e-flex e-con e-child"" bdt-height-match=""target: .ep-section-eql-height &gt; .elementor-element"" id=""e-n-menu-content-2032"" data-tab-index=""2"" aria-labelledby=""e-n-menu-dropdown-icon-2032"" data-id=""088ff1c"" data-element_type=""container"" data-settings=""{&quot;background_background&quot;:&quot;classic&quot;}"">
		<div class=""elementor-element elementor-element-39d04e7 e-con-full e-flex e-con e-child"" data-id=""39d04e7"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-aac8822 elementor-widget__width-initial arrowup elementor-widget elementor-widget-text-editor"" data-id=""aac8822"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<h4><a href=""https://cfreport.nl/competenties/""> Competenties </a><img class=""alignleft size-full wp-image-10083"" src=""https://cfreport.nl/wp-content/uploads/2024/07/linkpijl.svg"" alt="""" width=""25"" /></h4>								</div>
				</div>
				<div class=""elementor-element elementor-element-e5b3c0e elementor-widget elementor-widget-text-editor"" data-id=""e5b3c0e"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<p>Reporting strategie<br />Geïntegreerde rapportage<br />Rapportage platform<br />Dash­boarding<br />Corporate communi­catie</p>								</div>
				</div>
				</div>
		<div class=""elementor-element elementor-element-06006c8 e-con-full e-flex e-con e-child"" data-id=""06006c8"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-2753423 elementor-widget__width-initial arrowup elementor-widget elementor-widget-text-editor"" data-id=""2753423"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<h4><a href=""https://cfreport.nl/specialisaties/""> Specialisaties </a><img class=""alignleft size-full wp-image-10083"" src=""https://cfreport.nl/wp-content/uploads/2024/07/linkpijl.svg"" alt="""" width=""25"" /></h4>								</div>
				</div>
				<div class=""elementor-element elementor-element-fdc2bfb elementor-widget elementor-widget-text-editor"" data-id=""fdc2bfb"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<p>Stakeholder engagement<br />CSRD<br />Waarde­creatie<br />Digitalisatie<br />Impact rapportage</p>								</div>
				</div>
				</div>
		<div class=""elementor-element elementor-element-470c985 e-con-full e-flex e-con e-child"" data-id=""470c985"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-eb9bc07 elementor-widget__width-initial arrowup elementor-widget elementor-widget-text-editor"" data-id=""eb9bc07"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<h4><a href=""https://cfreport.nl/reporting-tools/"">Reporting tools</a><img class=""alignleft size-full wp-image-10083"" src=""https://cfreport.nl/wp-content/uploads/2024/07/linkpijl.svg"" alt="""" width=""25"" /></h4>								</div>
				</div>
				<div class=""elementor-element elementor-element-76c703b elementor-widget elementor-widget-text-editor"" data-id=""76c703b"" data-element_type=""widget"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<p>Disclosure Management<br />Cloud platform<br />Studio oplossing<br />Partnerships</p>								</div>
				</div>
				</div>
				</div>
							</div>
							</li>
					<li class=""e-n-menu-item"">
				<div id=""menu3"" class=""e-n-menu-title"">
					<a class=""e-n-menu-title-container e-focus e-link"" href=""/bureau/"">												<span class=""e-n-menu-title-text"">
							Over CF						</span>
					</a>											<button id=""e-n-menu-dropdown-icon-2033"" class=""e-n-menu-dropdown-icon e-focus"" data-tab-index=""3"" aria-haspopup=""true"" aria-expanded=""false"" aria-controls=""e-n-menu-content-2033"" >
							<span class=""e-n-menu-dropdown-icon-opened"">
																<span class=""elementor-screen-only"">Sluit Over CF</span>
							</span>
							<span class=""e-n-menu-dropdown-icon-closed"">
																<span class=""elementor-screen-only"">Open Over CF</span>
							</span>
						</button>
									</div>
									<div class=""e-n-menu-content"">
						<div class=""ep-section-eql-height elementor-element elementor-element-dc4afdd e-con-full menuhover e-flex e-con e-child"" bdt-height-match=""target: .ep-section-eql-height &gt; .elementor-element"" id=""e-n-menu-content-2033"" data-tab-index=""3"" aria-labelledby=""e-n-menu-dropdown-icon-2033"" data-id=""dc4afdd"" data-element_type=""container"" data-settings=""{&quot;background_background&quot;:&quot;classic&quot;}"">
		<div class=""elementor-element elementor-element-56de73b e-con-full e-flex e-con e-child"" data-id=""56de73b"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-366d70b elementor-widget__width-auto elementor-widget elementor-widget-bdt-animated-link"" data-id=""366d70b"" data-element_type=""widget"" data-widget_type=""bdt-animated-link.default"">
				<div class=""elementor-widget-container"">
										<a class=""bdt-ep-animated-link bdt-ep-animated-link--metis"" href=""/bureau/"">
				Bureau			</a>
		
				</div>
				</div>
				<div class=""elementor-element elementor-element-de4d8b9 elementor-widget__width-auto elementor-widget elementor-widget-bdt-animated-link"" data-id=""de4d8b9"" data-element_type=""widget"" data-widget_type=""bdt-animated-link.default"">
				<div class=""elementor-widget-container"">
										<a class=""bdt-ep-animated-link bdt-ep-animated-link--metis"" href=""/team/"">
				Ons team			</a>
		
				</div>
				</div>
				<div class=""elementor-element elementor-element-8954004 elementor-widget__width-auto elementor-widget elementor-widget-bdt-animated-link"" data-id=""8954004"" data-element_type=""widget"" data-widget_type=""bdt-animated-link.default"">
				<div class=""elementor-widget-container"">
										<a class=""bdt-ep-animated-link bdt-ep-animated-link--metis"" href=""/nieuws/"">
				Nieuws			</a>
		
				</div>
				</div>
				</div>
				</div>
							</div>
							</li>
						</ul>
			</div>
		</nav>
						</div>
				</div>
		<div class=""elementor-element elementor-element-ae045b4 e-con-full elementor-hidden-tablet elementor-hidden-mobile e-flex e-con e-child"" data-id=""ae045b4"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-1eeb969 elementor-widget elementor-widget-bdt-advanced-button"" data-id=""1eeb969"" data-element_type=""widget"" data-widget_type=""bdt-advanced-button.default"">
				<div class=""elementor-widget-container"">
							<div class=""bdt-ep-button-wrapper"">
			<a href=""/contact"" class=""bdt-ep-button bdt-ep-button-effect-a bdt-ep-button-size-md"">
						<div class=""bdt-ep-button-content-wrapper bdt-flex bdt-flex-middle bdt-flex-center  "" data-text=""Neem contact op!"">
			
			<div class=""bdt-ep-button-text"">

				<span class=""avdbtn-text"">
					Neem contact op!				</span>

							</div>

			
		</div>
					</a>
		</div>
						</div>
				</div>
				<div class=""elementor-element elementor-element-06bf3dc elementor-widget__width-initial elementor-widget elementor-widget-wpml-language-switcher"" data-id=""06bf3dc"" data-element_type=""widget"" data-widget_type=""wpml-language-switcher.default"">
				<div class=""elementor-widget-container"">
					<div class=""wpml-elementor-ls"">
<div class=""wpml-ls-statics-shortcode_actions wpml-ls wpml-ls-legacy-list-horizontal"">
	<ul><li class=""wpml-ls-slot-shortcode_actions wpml-ls-item wpml-ls-item-nl wpml-ls-current-language wpml-ls-first-item wpml-ls-item-legacy-list-horizontal"">
				<a href=""https://cfreport.nl/"" class=""wpml-ls-link"">
                    <span class=""wpml-ls-native"">NL</span></a>
			</li><li class=""wpml-ls-slot-shortcode_actions wpml-ls-item wpml-ls-item-en wpml-ls-last-item wpml-ls-item-legacy-list-horizontal"">
				<a href=""https://cfreport.nl/en/"" class=""wpml-ls-link"">
                    <span class=""wpml-ls-native"" lang=""en"">EN</span></a>
			</li></ul>
</div>
</div>				</div>
				</div>
				</div>
				</div>
				</div>
		<!-- 1.1 uicore_before_body_content -->	<div class=""uicore-body-content"">
		<!-- 1.2 uicore_before_page_content -->		<div id=""uicore-page"">
		<!-- 1.3 uicore_page -->			<div id=""content"" class=""uicore-content"">

			<!-- 1.4 uicore_before_content --><div id=""primary"" class=""content-area"">

	        <article id=""post-294"" class=""post-294 page type-page status-publish hentry"">
            <main class=""entry-content"">
                		<div data-elementor-type=""wp-page"" data-elementor-id=""294"" class=""elementor elementor-294"" data-elementor-settings=""{&quot;element_pack_global_tooltip_width&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;element_pack_global_tooltip_width_tablet&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;element_pack_global_tooltip_width_mobile&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;element_pack_global_tooltip_padding&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;top&quot;:&quot;&quot;,&quot;right&quot;:&quot;&quot;,&quot;bottom&quot;:&quot;&quot;,&quot;left&quot;:&quot;&quot;,&quot;isLinked&quot;:true},&quot;element_pack_global_tooltip_padding_tablet&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;top&quot;:&quot;&quot;,&quot;right&quot;:&quot;&quot;,&quot;bottom&quot;:&quot;&quot;,&quot;left&quot;:&quot;&quot;,&quot;isLinked&quot;:true},&quot;element_pack_global_tooltip_padding_mobile&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;top&quot;:&quot;&quot;,&quot;right&quot;:&quot;&quot;,&quot;bottom&quot;:&quot;&quot;,&quot;left&quot;:&quot;&quot;,&quot;isLinked&quot;:true},&quot;element_pack_global_tooltip_border_radius&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;top&quot;:&quot;&quot;,&quot;right&quot;:&quot;&quot;,&quot;bottom&quot;:&quot;&quot;,&quot;left&quot;:&quot;&quot;,&quot;isLinked&quot;:true},&quot;element_pack_global_tooltip_border_radius_tablet&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;top&quot;:&quot;&quot;,&quot;right&quot;:&quot;&quot;,&quot;bottom&quot;:&quot;&quot;,&quot;left&quot;:&quot;&quot;,&quot;isLinked&quot;:true},&quot;element_pack_global_tooltip_border_radius_mobile&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;top&quot;:&quot;&quot;,&quot;right&quot;:&quot;&quot;,&quot;bottom&quot;:&quot;&quot;,&quot;left&quot;:&quot;&quot;,&quot;isLinked&quot;:true}}"" data-elementor-post-type=""page"">
				<div class=""elementor-element elementor-element-a06235d e-con-full e-flex e-con e-parent"" data-id=""a06235d"" data-element_type=""container"">
				<div class=""elementor-element elementor-element-45880bc e-transform e-transform e-transform elementor-absolute elementor-hidden-tablet elementor-hidden-mobile elementor-hidden-desktop elementor-invisible elementor-widget elementor-widget-progress-tracker"" data-id=""45880bc"" data-element_type=""widget"" data-settings=""{&quot;direction&quot;:&quot;rtl&quot;,&quot;sticky&quot;:&quot;top&quot;,&quot;_transform_rotateZ_effect&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:90,&quot;sizes&quot;:[]},&quot;_transform_translateX_effect&quot;:{&quot;unit&quot;:&quot;%&quot;,&quot;size&quot;:-25,&quot;sizes&quot;:[]},&quot;_transform_translateY_effect&quot;:{&quot;unit&quot;:&quot;vh&quot;,&quot;size&quot;:80,&quot;sizes&quot;:[]},&quot;_transform_flipX_effect&quot;:&quot;transform&quot;,&quot;_position&quot;:&quot;absolute&quot;,&quot;sticky_offset&quot;:160,&quot;_animation&quot;:&quot;fadeIn&quot;,&quot;_transform_translateX_effect_tablet&quot;:{&quot;unit&quot;:&quot;%&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;_transform_translateX_effect_mobile&quot;:{&quot;unit&quot;:&quot;%&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;_transform_translateY_effect_tablet&quot;:{&quot;unit&quot;:&quot;%&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;_transform_translateY_effect_mobile&quot;:{&quot;unit&quot;:&quot;%&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;_animation_delay&quot;:5,&quot;type&quot;:&quot;horizontal&quot;,&quot;relative_to&quot;:&quot;entire_page&quot;,&quot;percentage&quot;:&quot;no&quot;,&quot;sticky_on&quot;:[&quot;desktop&quot;,&quot;tablet&quot;,&quot;mobile&quot;],&quot;sticky_effects_offset&quot;:0,&quot;sticky_anchor_link_offset&quot;:0,&quot;_transform_rotateZ_effect_tablet&quot;:{&quot;unit&quot;:&quot;deg&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;_transform_rotateZ_effect_mobile&quot;:{&quot;unit&quot;:&quot;deg&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]}}"" data-widget_type=""progress-tracker.default"">
				<div class=""elementor-widget-container"">
					
		<div class=""elementor-scrolling-tracker elementor-scrolling-tracker-horizontal elementor-scrolling-tracker-alignment-"">
						<div class=""current-progress"">
					<div class=""current-progress-percentage""></div>
				</div>
				</div>
						</div>
				</div>
				<div class=""elementor-element elementor-element-e93d74e elementor-fixed elementor-widget elementor-widget-progress-tracker"" data-id=""e93d74e"" data-element_type=""widget"" data-settings=""{&quot;_position&quot;:&quot;fixed&quot;,&quot;type&quot;:&quot;horizontal&quot;,&quot;relative_to&quot;:&quot;entire_page&quot;,&quot;percentage&quot;:&quot;no&quot;}"" data-widget_type=""progress-tracker.default"">
				<div class=""elementor-widget-container"">
					
		<div class=""elementor-scrolling-tracker elementor-scrolling-tracker-horizontal elementor-scrolling-tracker-alignment-"">
						<div class=""current-progress"">
					<div class=""current-progress-percentage""></div>
				</div>
				</div>
						</div>
				</div>
				<div class=""elementor-element elementor-element-49d242c elementor-widget elementor-widget-spacer"" data-id=""49d242c"" data-element_type=""widget"" data-widget_type=""spacer.default"">
				<div class=""elementor-widget-container"">
							<div class=""elementor-spacer"">
			<div class=""elementor-spacer-inner""></div>
		</div>
						</div>
				</div>
		<div class=""elementor-element elementor-element-c1fc213 e-con-full e-flex e-con e-child"" data-id=""c1fc213"" data-element_type=""container"" data-settings=""{&quot;sticky&quot;:&quot;top&quot;,&quot;sticky_offset&quot;:300,&quot;sticky_parent&quot;:&quot;yes&quot;,&quot;sticky_offset_mobile&quot;:120,&quot;animation&quot;:&quot;none&quot;,&quot;sticky_on&quot;:[&quot;desktop&quot;,&quot;tablet&quot;,&quot;mobile&quot;],&quot;sticky_effects_offset&quot;:0,&quot;sticky_anchor_link_offset&quot;:0}"">
				<div class=""elementor-element elementor-element-3f98b8f elementor-widget__width-initial elementor-widget elementor-widget-heading"" data-id=""3f98b8f"" data-element_type=""widget"" data-settings=""{&quot;_animation&quot;:&quot;none&quot;}"" data-widget_type=""heading.default"">
				<div class=""elementor-widget-container"">
					<h1 class=""elementor-heading-title elementor-size-default"">Build trust. </br>Crossing the bridge to dialogue.</h1>				</div>
				</div>
				<div class=""elementor-element elementor-element-0eb57d3 ep-parallax-effects-yes elementor-widget elementor-widget-spacer"" data-id=""0eb57d3"" data-element_type=""widget"" data-settings=""{&quot;ep_parallax_effects_show&quot;:&quot;yes&quot;,&quot;ep_parallax_effects_y&quot;:&quot;yes&quot;,&quot;ep_parallax_effects_y_start&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:0,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_y_end&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:-130,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_viewport&quot;:&quot;yes&quot;,&quot;ep_parallax_effects_viewport_start&quot;:&quot;0&quot;,&quot;ep_parallax_effects_viewport_end&quot;:&quot;600px&quot;,&quot;ep_parallax_effects_media_query&quot;:&quot;@l&quot;,&quot;ep_parallax_effects_rotate_start&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_rotate_end&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_scale_start&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:1,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_scale_end&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:1,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_hue_value&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:&quot;&quot;,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_sepia_value&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:1,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_easing_value&quot;:{&quot;unit&quot;:&quot;px&quot;,&quot;size&quot;:1,&quot;sizes&quot;:[]},&quot;ep_parallax_effects_target&quot;:&quot;self&quot;}"" data-widget_type=""spacer.default"">
				<div class=""elementor-widget-container"">
							<div class=""elementor-spacer"">
			<div class=""elementor-spacer-inner""></div>
		</div>
						</div>
				</div>
				<div class=""elementor-element elementor-element-29047db elementor-widget elementor-widget-text-editor"" data-id=""29047db"" data-element_type=""widget"" data-settings=""{&quot;_animation&quot;:&quot;none&quot;,&quot;ep_floating_effects_show&quot;:&quot;yes&quot;,&quot;ep_floating_effects_easing&quot;:&quot;easeInOutQuad&quot;}"" data-widget_type=""text-editor.default"">
				<div class=""elementor-widget-container"">
									<p>Establishing mutual commitments on challenges that can’t be solved individually: our take on stakeholder engagement.</p>								</div>
				</div>
				<div class=""elementor-element elementor-element-c3e1506 elementor-align-center elementor-widget elementor-widget-button"" data-id=""c3e1506"" data-element_type=""widget"" data-settings=""{&quot;_animation&quot;:&quot;none&quot;}"" data-widget_type=""button.default"">
				<div class=""elementor-widget-container"">
									<div class=""elementor-button-wrapper"">
					<a class=""elementor-button elementor-button-link elementor-size-sm"" href=""/stakeholder-engagement/"">
						<span class=""elementor-button-content-wrapper"">
									<span class=""elementor-button-text"">Lees meer</span>
					</span>
					</a>
				</div>
								</div>
				</div>
				</div>
